user_id	mean	median	CI_low	CI_high	CI_83_low	CI_83_high
ur4348	2018-12-17 05:27:14.781573+00:00	2018-12-17 05:03:55+00:00	2018-12-17 04:20:02+00:00	2018-12-17 06:25:31+00:00	2018-12-17 04:20:03+00:00	2018-12-17 06:25:13+00:00
ur6716	2018-12-17 06:52:46.885057+00:00	2018-12-17 06:58:02+00:00	2018-12-17 06:20:10.900000+00:00	2018-12-17 07:13:46.250000+00:00	2018-12-17 06:22:00.960000+00:00	2018-12-17 07:12:36.590000+00:00
ur5889						
ur2270						
ur1714						
ur0839	2018-12-17 07:59:25.435042+00:00	2018-12-17 08:01:57+00:00	2018-12-17 07:45:02+00:00	2018-12-17 08:05:19+00:00	2018-12-17 07:49:20.230000+00:00	2018-12-17 08:05:17+00:00
ur8824	2018-12-17 08:14:45.889655+00:00	2018-12-17 08:15:25+00:00	2018-12-17 08:00:49.600000+00:00	2018-12-17 08:24:25+00:00	2018-12-17 08:02:07.520000+00:00	2018-12-17 08:24:23.760000+00:00
ur6374	2018-12-17 05:55:11.776851+00:00	2018-12-17 05:56:45+00:00	2018-12-17 05:41:59+00:00	2018-12-17 06:04:44.050000+00:00	2018-12-17 05:42:42+00:00	2018-12-17 06:02:55.280000+00:00
ur7536						
ur5586						
ur3407	2018-12-17 06:54:00.894459+00:00	2018-12-17 06:59:33.500000+00:00	2018-12-17 06:05:58.450000+00:00	2018-12-17 07:20:58+00:00	2018-12-17 06:25:32.810000+00:00	2018-12-17 07:18:52+00:00
ur0270	2018-12-17 06:33:44.100000+00:00	2018-12-17 06:39:19+00:00	2018-12-17 05:58:19.775000+00:00	2018-12-17 06:50:48.025000+00:00	2018-12-17 06:08:01.520000+00:00	2018-12-17 06:50:20.685000+00:00
ur8721						
ur4819						
ur4545	2018-12-17 06:40:24.848537+00:00	2018-12-17 06:44:31+00:00	2018-12-17 06:16:18.500000+00:00	2018-12-17 06:53:28+00:00	2018-12-17 06:19:30.700000+00:00	2018-12-17 06:53:20+00:00
ur8496						
ur4609	2018-12-17 06:17:19.644647+00:00	2018-12-17 06:20:48+00:00	2018-12-17 05:51:35.450000+00:00	2018-12-17 06:31:20+00:00	2018-12-17 05:57:17.230000+00:00	2018-12-17 06:31:12+00:00
ur7686	2018-12-17 06:38:56.548458+00:00	2018-12-17 06:40:21+00:00	2018-12-17 06:26:34+00:00	2018-12-17 06:46:19.275000+00:00	2018-12-17 06:28:33+00:00	2018-12-17 06:45:57+00:00
ur0541	2018-12-17 06:23:59.043760+00:00	2018-12-17 06:29:09+00:00	2018-12-17 05:52:08.400000+00:00	2018-12-17 06:41:22+00:00	2018-12-17 05:56:37.040000+00:00	2018-12-17 06:41:01+00:00
ur5165						
ur5766						
ur8120						
ur4979						
ur7673						
ur1997						
ur5452						
ur2686						
ur6719	2018-12-17 06:50:20.442308+00:00	2018-12-17 06:57:57+00:00	2018-12-17 05:30:23.100000+00:00	2018-12-17 07:22:00.075000+00:00	2018-12-17 05:55:12.940000+00:00	2018-12-17 07:21:28.310000+00:00
ur0723	2018-12-17 06:31:03.535260+00:00	2018-12-17 06:36:39+00:00	2018-12-17 05:53:06.600000+00:00	2018-12-17 06:49:05+00:00	2018-12-17 06:03:59.880000+00:00	2018-12-17 06:48:44.560000+00:00
ur3379	2018-12-17 06:34:13.278557+00:00	2018-12-17 06:35:10+00:00	2018-12-17 06:05:22.850000+00:00	2018-12-17 06:53:50+00:00	2018-12-17 06:10:31.330000+00:00	2018-12-17 06:53:00+00:00
ur6752						
ur8255	2018-12-17 06:34:55.833333+00:00	2018-12-17 06:28:58+00:00	2018-12-17 06:16:42+00:00	2018-12-17 06:52:20.925000+00:00	2018-12-17 06:19:50.680000+00:00	2018-12-17 06:51:50.865000+00:00
ur3352	2018-12-17 06:31:51.808511+00:00	2018-12-17 06:37:11+00:00	2018-12-17 05:52:36.050000+00:00	2018-12-17 06:49:05+00:00	2018-12-17 06:00:29+00:00	2018-12-17 06:48:58+00:00
ur4042	2018-12-17 06:42:47.717949+00:00	2018-12-17 06:45:12+00:00	2018-12-17 06:15:07+00:00	2018-12-17 06:57:55+00:00	2018-12-17 06:18:49.750000+00:00	2018-12-17 06:57:47+00:00
ur5701	2018-12-17 06:28:11.599569+00:00	2018-12-17 06:34:03+00:00	2018-12-17 05:46:27.400000+00:00	2018-12-17 06:46:13+00:00	2018-12-17 06:00:26.440000+00:00	2018-12-17 06:45:41+00:00
ur1728	2018-12-17 06:31:11.169440+00:00	2018-12-17 06:41:13+00:00	2018-12-17 05:31:02+00:00	2018-12-17 07:26:38.500000+00:00	2018-12-17 05:35:03.300000+00:00	2018-12-17 07:19:45+00:00
ur5837	2018-12-17 06:22:14.222883+00:00	2018-12-17 06:23:18+00:00	2018-12-17 05:54:17.600000+00:00	2018-12-17 06:38:54+00:00	2018-12-17 06:01:52.120000+00:00	2018-12-17 06:38:05+00:00
ur2735	2018-12-17 06:26:28.037092+00:00	2018-12-17 06:31:24.500000+00:00	2018-12-17 05:49:55+00:00	2018-12-17 06:49:05+00:00	2018-12-17 05:52:20+00:00	2018-12-17 06:47:07+00:00
ur1455	2018-12-17 06:59:49.239071+00:00	2018-12-17 07:03:52.500000+00:00	2018-12-17 06:32:51.575000+00:00	2018-12-17 07:15:18+00:00	2018-12-17 06:38:04+00:00	2018-12-17 07:15:09+00:00
ur7752	2018-12-17 06:30:57.003054+00:00	2018-12-17 06:35:50+00:00	2018-12-17 06:04:10.275000+00:00	2018-12-17 06:49:12+00:00	2018-12-17 06:07:38+00:00	2018-12-17 06:48:21+00:00
ur7794						
ur6299	2018-12-17 07:06:46.644970+00:00	2018-12-17 07:16:16+00:00	2018-12-17 06:15:09.400000+00:00	2018-12-17 07:16:53+00:00	2018-12-17 06:45:23.560000+00:00	2018-12-17 07:16:51+00:00
ur7285	2018-12-17 06:41:15.147004+00:00	2018-12-17 06:43:45+00:00	2018-12-17 06:14:40.450000+00:00	2018-12-17 06:58:22.300000+00:00	2018-12-17 06:20:21.390000+00:00	2018-12-17 06:57:10+00:00
ur4302	2018-12-17 06:56:42.920419+00:00	2018-12-17 07:00:02+00:00	2018-12-17 06:23:48+00:00	2018-12-17 07:22:24+00:00	2018-12-17 06:28:04.540000+00:00	2018-12-17 07:19:45.910000+00:00
ur1931	2018-12-17 06:33:42.688889+00:00	2018-12-17 06:39:02+00:00	2018-12-17 05:58:46+00:00	2018-12-17 06:46:24+00:00	2018-12-17 06:05:53.800000+00:00	2018-12-17 06:46:15+00:00
ur2346	2018-12-17 06:15:05.525641+00:00	2018-12-17 06:22:16.500000+00:00	2018-12-17 05:49:07.375000+00:00	2018-12-17 06:27:11+00:00	2018-12-17 05:49:43.175000+00:00	2018-12-17 06:27:03+00:00
ur4234	2018-12-17 06:48:11.394432+00:00	2018-12-17 06:49:22+00:00	2018-12-17 06:24:06.250000+00:00	2018-12-17 07:02:55.500000+00:00	2018-12-17 06:29:27.550000+00:00	2018-12-17 07:02:06.450000+00:00
ur1883	2018-12-17 06:32:41.677282+00:00	2018-12-17 06:37:06+00:00	2018-12-17 06:02:34+00:00	2018-12-17 06:49:04+00:00	2018-12-17 06:06:48.270000+00:00	2018-12-17 06:48:45+00:00
ur0567						
